age,job,marital,education,default,housing,loan,contact,month,day,duration,poutcome
54,technician,single,secondary,no,yes,yes,cellular,nov,17,120,failure
28,blue-collar,single,secondary,no,yes,no,cellular,apr,17,73,unknown
33,student,single,unknown,no,no,no,cellular,apr,15,699,failure
56,admin.,married,secondary,no,no,yes,cellular,nov,19,111,unknown
50,management,married,tertiary,no,yes,no,unknown,may,15,348,unknown
37,technician,single,secondary,no,yes,no,cellular,jul,22,70,unknown
49,services,married,secondary,no,yes,yes,unknown,may,30,43,unknown
54,retired,married,primary,no,yes,no,cellular,apr,3,352,failure
40,management,married,tertiary,no,no,no,cellular,aug,18,105,unknown
33,technician,married,secondary,no,no,no,cellular,oct,27,161,other
48,management,married,unknown,no,yes,no,cellular,may,8,612,other
43,management,married,tertiary,no,no,no,cellular,aug,11,95,unknown
35,blue-collar,single,primary,no,yes,no,unknown,may,27,129,unknown
55,technician,married,secondary,no,no,no,cellular,aug,27,94,unknown
33,management,married,tertiary,no,yes,yes,cellular,feb,3,124,failure
41,technician,single,tertiary,no,no,no,unknown,jun,9,352,unknown
57,blue-collar,married,secondary,no,yes,no,cellular,aug,12,157,unknown
50,self-employed,married,tertiary,no,no,no,cellular,aug,27,128,unknown
63,technician,married,secondary,no,yes,no,cellular,jan,28,115,other
33,technician,single,secondary,no,yes,no,unknown,may,23,293,unknown
47,blue-collar,married,secondary,no,no,no,cellular,aug,18,885,unknown
36,services,married,secondary,no,yes,no,unknown,may,20,26,unknown
23,student,single,secondary,no,yes,no,unknown,may,9,97,unknown
33,technician,single,tertiary,no,yes,no,cellular,nov,18,432,other
36,management,married,tertiary,no,no,yes,cellular,jul,29,261,unknown
47,blue-collar,married,secondary,no,yes,no,unknown,may,8,376,unknown
39,management,married,tertiary,no,no,no,cellular,aug,28,93,unknown
44,blue-collar,divorced,primary,no,yes,no,cellular,may,7,234,failure
60,retired,married,primary,no,yes,no,unknown,may,15,65,unknown
42,management,married,tertiary,no,no,yes,cellular,jul,8,165,unknown
32,technician,single,secondary,no,no,no,cellular,aug,19,190,unknown
33,admin.,married,secondary,no,yes,no,telephone,may,5,125,unknown
37,management,married,tertiary,no,yes,no,cellular,aug,8,401,unknown
33,management,single,tertiary,no,yes,no,cellular,nov,20,268,unknown
59,retired,married,primary,no,yes,no,cellular,aug,27,84,unknown
42,technician,married,tertiary,no,no,no,cellular,aug,8,103,unknown
59,management,married,tertiary,yes,no,yes,cellular,aug,13,127,unknown
31,technician,single,secondary,no,no,no,cellular,may,12,144,failure
50,self-employed,single,secondary,no,yes,no,cellular,may,7,253,failure
29,blue-collar,single,secondary,no,yes,no,unknown,may,9,185,unknown
36,entrepreneur,single,secondary,no,no,no,cellular,nov,18,67,failure
33,services,married,primary,no,yes,yes,cellular,jul,14,184,unknown
38,admin.,divorced,secondary,no,no,no,unknown,jun,5,56,unknown
33,management,single,tertiary,no,no,no,cellular,nov,4,572,unknown
36,entrepreneur,single,tertiary,no,yes,no,unknown,jun,16,61,unknown
36,management,single,tertiary,no,yes,no,unknown,may,30,126,unknown
44,admin.,married,secondary,no,yes,no,cellular,may,18,136,unknown
29,blue-collar,married,primary,no,no,yes,cellular,jul,21,121,unknown
44,blue-collar,married,primary,no,yes,no,cellular,may,7,378,unknown
55,management,married,tertiary,no,yes,no,unknown,may,5,142,unknown
38,blue-collar,single,secondary,no,yes,no,cellular,apr,17,291,failure
39,management,divorced,tertiary,no,no,yes,cellular,feb,3,265,unknown
45,blue-collar,married,primary,no,yes,no,unknown,may,6,263,unknown
36,management,single,tertiary,no,yes,no,unknown,may,20,144,unknown
36,management,married,tertiary,no,yes,no,unknown,may,23,125,unknown
59,retired,divorced,primary,no,yes,no,unknown,may,5,107,unknown
41,admin.,married,tertiary,no,yes,no,unknown,may,14,149,unknown
29,self-employed,single,tertiary,no,yes,no,unknown,may,6,43,unknown
50,management,single,tertiary,no,yes,no,unknown,may,5,119,unknown
51,blue-collar,divorced,secondary,no,yes,yes,cellular,may,5,17,unknown
29,management,single,tertiary,no,yes,no,telephone,may,5,363,other
40,technician,single,secondary,no,no,no,cellular,aug,7,125,unknown
36,student,married,primary,no,no,no,unknown,jun,6,31,unknown
49,technician,married,secondary,no,yes,yes,unknown,may,27,197,unknown
45,technician,married,secondary,no,yes,no,cellular,nov,18,93,other
40,management,married,tertiary,no,no,no,cellular,apr,30,126,unknown
31,management,married,tertiary,no,no,no,cellular,aug,18,100,unknown
32,entrepreneur,married,tertiary,no,no,no,cellular,aug,18,135,unknown
44,admin.,married,secondary,no,yes,no,telephone,jul,16,208,unknown
27,blue-collar,married,secondary,no,no,no,telephone,jul,23,222,unknown
25,admin.,single,tertiary,no,no,no,cellular,may,26,68,unknown
56,services,married,secondary,no,no,yes,cellular,aug,20,285,unknown
59,retired,married,secondary,no,yes,no,unknown,may,14,238,unknown
31,management,single,tertiary,no,no,no,cellular,aug,25,9,unknown
49,admin.,divorced,secondary,no,yes,no,unknown,may,30,447,unknown
50,blue-collar,divorced,primary,no,no,no,cellular,feb,5,701,unknown
42,unknown,single,unknown,yes,no,no,unknown,jun,20,115,unknown
37,management,married,tertiary,no,no,no,cellular,nov,20,757,unknown
36,blue-collar,single,secondary,no,yes,yes,cellular,may,11,270,failure
53,blue-collar,married,secondary,no,no,no,cellular,jan,29,173,other
51,blue-collar,married,unknown,no,no,no,cellular,jul,9,388,unknown
42,blue-collar,married,secondary,no,yes,no,cellular,nov,18,140,unknown
47,housemaid,married,primary,no,yes,no,telephone,jul,24,193,unknown
40,self-employed,married,tertiary,no,no,no,cellular,feb,4,62,unknown
25,blue-collar,single,secondary,no,yes,no,cellular,may,15,302,unknown
36,blue-collar,married,secondary,no,yes,yes,cellular,nov,17,166,failure
80,retired,married,primary,no,no,no,cellular,aug,6,320,unknown
60,self-employed,married,secondary,no,no,no,cellular,aug,28,64,unknown
51,management,married,secondary,no,no,no,cellular,aug,28,72,unknown
59,housemaid,married,tertiary,no,no,yes,cellular,jul,29,376,unknown
80,retired,married,secondary,no,no,no,cellular,aug,2,87,unknown
47,admin.,married,unknown,no,no,no,unknown,jun,19,116,unknown
36,services,married,secondary,no,yes,no,unknown,may,9,339,unknown
31,blue-collar,single,unknown,yes,yes,no,cellular,may,6,72,unknown
33,technician,married,secondary,no,yes,no,cellular,jul,25,198,unknown
45,services,married,unknown,no,no,no,cellular,jun,15,75,unknown
33,blue-collar,single,secondary,no,no,no,cellular,apr,20,335,failure
51,technician,married,secondary,no,no,no,cellular,aug,13,114,unknown
51,unemployed,divorced,secondary,no,yes,no,cellular,nov,19,544,unknown
48,blue-collar,married,primary,no,no,no,unknown,jun,17,145,unknown
34,technician,single,tertiary,no,no,no,cellular,aug,11,116,unknown
28,management,single,tertiary,no,yes,no,cellular,jul,23,170,unknown
33,technician,single,secondary,no,no,no,cellular,may,25,241,failure
36,services,married,secondary,no,yes,yes,cellular,feb,3,50,unknown
40,self-employed,married,secondary,no,yes,no,unknown,may,20,723,unknown
34,entrepreneur,married,tertiary,no,yes,no,cellular,may,6,141,unknown
31,technician,single,tertiary,no,yes,no,cellular,aug,8,309,unknown
49,technician,married,tertiary,no,no,no,unknown,jul,1,297,unknown
35,management,single,tertiary,no,yes,no,cellular,may,5,214,success
38,management,single,tertiary,no,no,no,cellular,may,22,580,unknown
32,technician,married,secondary,no,yes,no,cellular,nov,21,76,failure
33,blue-collar,married,secondary,no,no,no,cellular,aug,29,111,unknown
39,admin.,married,unknown,no,no,no,unknown,jun,20,17,unknown
30,services,married,secondary,no,yes,no,cellular,may,15,69,unknown
53,admin.,divorced,secondary,no,yes,no,unknown,may,26,104,unknown
24,technician,single,secondary,no,yes,yes,cellular,may,18,250,unknown
52,entrepreneur,divorced,secondary,no,no,no,cellular,jul,24,150,unknown
27,management,single,tertiary,no,no,no,cellular,jun,23,205,unknown
36,admin.,single,secondary,no,no,no,cellular,jul,30,69,unknown
29,admin.,married,secondary,no,yes,no,cellular,may,15,1223,failure
47,blue-collar,married,secondary,no,no,no,cellular,jul,8,210,unknown
43,blue-collar,married,secondary,no,yes,no,telephone,may,12,179,unknown
48,management,divorced,tertiary,no,yes,no,unknown,may,5,253,unknown
57,entrepreneur,married,unknown,no,no,no,unknown,jun,12,344,unknown
25,management,single,tertiary,no,no,no,cellular,oct,1,81,unknown
43,services,divorced,secondary,no,no,no,unknown,jun,9,149,unknown
50,technician,married,secondary,no,yes,no,unknown,may,12,79,unknown
54,technician,divorced,tertiary,no,no,no,cellular,nov,18,176,unknown
38,services,married,secondary,no,no,no,cellular,nov,19,636,unknown
41,housemaid,divorced,primary,no,yes,no,cellular,nov,18,238,other
35,admin.,married,secondary,no,yes,no,cellular,may,5,131,unknown
33,management,married,tertiary,no,no,no,cellular,aug,29,27,unknown
51,technician,married,secondary,no,yes,no,cellular,aug,20,687,unknown
29,blue-collar,single,secondary,no,no,no,cellular,feb,5,355,unknown
34,blue-collar,divorced,secondary,no,yes,yes,cellular,nov,19,141,unknown
51,management,married,tertiary,no,yes,no,cellular,nov,18,61,failure
58,housemaid,married,primary,no,yes,yes,cellular,jul,22,1226,unknown
50,services,divorced,secondary,yes,no,yes,cellular,aug,21,153,unknown
38,housemaid,married,secondary,no,yes,no,cellular,jul,23,157,unknown
57,entrepreneur,married,unknown,no,yes,yes,cellular,jul,22,236,unknown
49,services,married,tertiary,no,yes,no,cellular,aug,18,285,unknown
42,blue-collar,married,primary,no,yes,no,unknown,may,19,51,unknown
33,technician,single,tertiary,no,no,no,cellular,mar,18,159,unknown
34,self-employed,married,tertiary,no,yes,no,cellular,jul,23,61,unknown
36,admin.,single,tertiary,no,no,no,cellular,aug,13,185,success
60,retired,divorced,tertiary,no,no,no,cellular,jul,21,219,unknown
37,services,single,secondary,no,yes,no,cellular,jul,10,118,unknown
41,blue-collar,married,primary,no,yes,no,unknown,may,6,233,unknown
36,management,single,tertiary,no,yes,no,cellular,jun,4,151,unknown
56,unemployed,divorced,primary,no,no,no,cellular,feb,5,916,unknown
34,management,married,tertiary,no,yes,no,cellular,jul,30,99,unknown
33,unemployed,married,secondary,no,yes,yes,unknown,may,21,129,unknown
29,blue-collar,married,secondary,no,yes,no,cellular,jul,15,126,unknown
43,management,married,tertiary,no,no,no,cellular,jul,24,65,unknown
29,management,single,unknown,no,no,no,cellular,feb,8,186,unknown
36,admin.,married,secondary,no,yes,no,unknown,may,23,456,unknown
33,technician,single,secondary,no,yes,no,cellular,may,11,143,other
39,management,married,tertiary,no,yes,yes,unknown,may,5,127,unknown
26,technician,single,secondary,no,yes,no,unknown,may,28,87,unknown
41,technician,single,secondary,no,yes,no,cellular,may,7,162,unknown
36,unemployed,divorced,primary,no,no,no,telephone,jul,4,304,unknown
31,management,single,tertiary,no,no,no,cellular,aug,25,191,unknown
34,blue-collar,married,secondary,no,yes,no,cellular,may,15,358,failure
28,blue-collar,married,secondary,no,yes,no,unknown,may,14,246,unknown
47,services,married,secondary,no,no,no,cellular,aug,20,216,unknown
41,admin.,single,secondary,no,yes,no,cellular,may,12,22,unknown
39,technician,single,secondary,no,yes,yes,cellular,apr,8,201,unknown
53,admin.,divorced,secondary,no,yes,no,unknown,may,13,151,unknown
45,self-employed,married,secondary,no,no,no,cellular,aug,28,238,unknown
30,services,single,secondary,no,no,no,unknown,jul,24,86,unknown
39,services,married,secondary,no,yes,no,cellular,may,8,503,unknown
30,self-employed,single,secondary,no,no,no,cellular,oct,14,404,unknown
32,admin.,divorced,secondary,no,yes,yes,unknown,may,13,93,unknown
66,retired,married,secondary,no,no,no,cellular,feb,12,388,unknown
26,blue-collar,married,primary,no,yes,no,cellular,jul,22,1288,unknown
30,services,single,secondary,no,yes,no,unknown,may,23,206,unknown
42,services,single,unknown,no,no,no,cellular,jul,30,73,unknown
44,management,married,tertiary,no,yes,no,cellular,aug,6,265,unknown
38,services,married,secondary,no,yes,no,cellular,apr,17,55,failure
31,technician,divorced,secondary,no,yes,no,unknown,jun,4,135,unknown
34,technician,married,secondary,no,yes,no,unknown,may,27,124,unknown
42,blue-collar,married,secondary,no,yes,no,cellular,apr,17,400,unknown
34,admin.,divorced,secondary,no,yes,no,unknown,may,6,90,unknown
31,blue-collar,single,tertiary,no,yes,no,cellular,may,14,414,failure
30,technician,married,secondary,no,yes,no,cellular,may,8,17,unknown
31,management,single,tertiary,no,no,no,cellular,aug,29,153,unknown
47,blue-collar,married,primary,no,yes,no,cellular,jul,14,151,unknown
52,blue-collar,married,secondary,no,no,no,unknown,jun,20,83,unknown
31,blue-collar,married,primary,no,yes,no,unknown,may,23,559,unknown
51,admin.,married,secondary,no,no,no,telephone,jan,28,148,unknown
48,services,married,secondary,no,yes,no,cellular,may,6,182,failure
47,blue-collar,married,primary,no,yes,no,unknown,may,7,113,unknown
55,retired,married,tertiary,no,yes,no,cellular,apr,30,878,unknown
58,entrepreneur,married,primary,no,yes,yes,telephone,may,12,206,failure
74,retired,married,tertiary,no,no,no,telephone,oct,21,129,unknown
30,technician,single,secondary,no,no,yes,cellular,aug,27,60,unknown
40,management,married,tertiary,yes,no,no,cellular,jul,28,165,unknown
50,blue-collar,married,primary,no,yes,yes,cellular,aug,28,36,unknown
36,management,divorced,tertiary,no,no,no,cellular,jul,16,237,failure
26,admin.,divorced,secondary,no,yes,no,unknown,jun,4,357,unknown
30,admin.,married,secondary,no,no,no,telephone,oct,27,3284,unknown
34,blue-collar,married,secondary,no,yes,no,unknown,may,7,1062,unknown
53,unemployed,single,secondary,no,no,no,cellular,jul,30,259,unknown
42,blue-collar,married,secondary,no,yes,no,cellular,apr,3,697,unknown
33,management,married,tertiary,no,yes,no,unknown,jun,4,99,unknown
35,unemployed,married,secondary,no,yes,no,telephone,apr,14,266,unknown
33,services,married,secondary,no,yes,no,unknown,may,8,207,unknown
41,admin.,divorced,secondary,no,yes,no,unknown,may,6,87,unknown
40,blue-collar,married,secondary,no,yes,no,cellular,apr,17,642,failure
32,management,single,tertiary,no,no,no,unknown,jun,5,231,unknown
54,management,married,tertiary,no,no,no,unknown,may,9,155,unknown
31,unemployed,single,tertiary,no,yes,no,telephone,may,7,11,unknown
35,services,married,secondary,no,no,yes,cellular,jul,31,30,unknown
47,services,single,secondary,no,no,no,unknown,jun,9,83,unknown
48,blue-collar,married,primary,yes,yes,no,cellular,may,14,212,unknown
50,management,married,tertiary,no,no,yes,unknown,jul,4,608,unknown
33,blue-collar,single,secondary,no,no,no,unknown,jun,20,13,unknown
40,blue-collar,married,primary,no,yes,no,unknown,may,6,119,unknown
60,retired,married,secondary,no,no,no,cellular,jun,29,135,failure
68,retired,married,secondary,no,no,no,telephone,mar,4,92,unknown
54,blue-collar,married,unknown,no,yes,no,unknown,may,26,227,unknown
30,management,single,tertiary,no,no,no,cellular,aug,12,180,unknown
42,blue-collar,single,primary,no,yes,yes,unknown,may,26,167,unknown
57,retired,married,unknown,no,no,no,cellular,aug,28,31,unknown
28,management,single,tertiary,no,yes,no,cellular,apr,30,239,unknown
55,management,married,tertiary,no,no,no,telephone,jun,16,64,unknown
42,blue-collar,married,secondary,no,yes,no,cellular,nov,18,203,unknown
49,housemaid,married,primary,no,yes,no,cellular,jul,25,42,unknown
41,management,divorced,tertiary,no,yes,yes,cellular,jul,16,106,unknown
31,technician,single,secondary,no,no,no,cellular,aug,7,123,unknown
33,blue-collar,single,secondary,no,yes,no,cellular,apr,7,329,failure
55,admin.,married,secondary,no,yes,no,unknown,may,30,41,unknown
34,technician,single,tertiary,no,yes,no,cellular,apr,17,158,unknown
38,entrepreneur,married,secondary,no,no,no,cellular,feb,5,173,unknown
46,blue-collar,married,secondary,no,yes,no,cellular,may,11,254,unknown
49,services,single,primary,no,yes,no,unknown,may,7,99,unknown
44,technician,single,tertiary,no,no,no,cellular,feb,3,111,other
57,technician,divorced,secondary,no,yes,no,unknown,may,14,173,unknown
44,housemaid,married,secondary,no,yes,no,unknown,may,8,604,unknown
42,self-employed,married,tertiary,no,yes,no,unknown,may,16,192,unknown
37,management,divorced,tertiary,no,yes,no,cellular,aug,19,97,unknown
42,blue-collar,single,primary,no,yes,no,telephone,may,15,7,failure
33,blue-collar,married,secondary,no,yes,yes,cellular,jul,31,16,unknown
31,blue-collar,married,secondary,no,yes,yes,unknown,may,27,185,unknown
34,admin.,married,secondary,no,yes,no,cellular,apr,17,113,failure
26,blue-collar,single,secondary,no,no,yes,cellular,jul,7,575,unknown
42,technician,married,secondary,no,yes,no,cellular,may,25,365,unknown
41,technician,single,secondary,no,no,yes,cellular,nov,20,222,other
35,technician,married,tertiary,no,yes,no,cellular,jul,31,65,unknown
26,student,single,unknown,no,no,no,telephone,apr,30,268,unknown
42,management,married,tertiary,no,yes,no,cellular,jul,9,497,unknown
36,blue-collar,married,primary,no,yes,no,unknown,may,5,286,unknown
60,admin.,single,secondary,no,no,no,cellular,feb,5,175,other
51,entrepreneur,married,primary,no,yes,yes,cellular,apr,15,87,unknown
32,management,single,tertiary,no,no,no,cellular,aug,22,148,unknown
46,blue-collar,married,secondary,no,yes,no,unknown,may,15,164,unknown
31,blue-collar,single,secondary,no,no,no,cellular,may,13,275,other
42,housemaid,divorced,secondary,no,yes,no,cellular,jul,22,178,unknown
45,technician,married,secondary,no,yes,no,unknown,may,5,95,unknown
31,management,divorced,tertiary,no,no,yes,cellular,aug,22,119,unknown
41,technician,divorced,secondary,no,yes,no,cellular,aug,12,173,unknown
28,blue-collar,single,secondary,no,yes,no,cellular,may,11,133,unknown
41,technician,divorced,secondary,no,no,no,cellular,aug,20,351,unknown
36,student,single,unknown,no,no,no,unknown,jun,12,81,unknown
41,blue-collar,married,secondary,no,yes,no,cellular,may,14,90,unknown
40,blue-collar,married,secondary,no,no,no,cellular,nov,3,177,failure
40,services,divorced,secondary,no,no,yes,cellular,jul,18,191,unknown
58,blue-collar,married,secondary,no,no,no,unknown,jun,17,97,unknown
32,management,married,tertiary,no,yes,no,unknown,may,27,241,unknown
30,technician,married,tertiary,no,yes,no,cellular,apr,30,551,unknown
43,management,divorced,tertiary,no,no,yes,cellular,jul,9,189,unknown
33,technician,single,tertiary,no,no,no,cellular,aug,26,158,unknown
30,management,single,tertiary,no,no,no,cellular,mar,23,269,unknown
37,services,divorced,secondary,no,yes,no,cellular,may,14,189,failure
40,technician,divorced,secondary,no,no,no,cellular,aug,29,299,unknown
39,services,single,secondary,no,yes,no,cellular,may,11,35,failure
39,management,divorced,tertiary,no,yes,yes,unknown,jun,2,550,unknown
26,entrepreneur,married,tertiary,yes,no,yes,cellular,jul,25,730,unknown
35,services,married,secondary,no,yes,no,cellular,jul,24,810,unknown
59,management,married,unknown,no,yes,yes,cellular,nov,19,103,unknown
31,entrepreneur,married,secondary,no,yes,yes,cellular,jan,29,161,failure
36,management,single,tertiary,no,yes,no,cellular,aug,25,141,unknown
26,technician,single,secondary,no,yes,no,cellular,jul,29,70,unknown
36,housemaid,married,primary,no,no,no,unknown,jun,20,55,unknown
59,technician,married,primary,no,no,yes,cellular,jul,29,25,unknown
42,services,married,secondary,no,yes,no,telephone,may,14,346,other
35,blue-collar,married,secondary,no,yes,no,unknown,jun,2,200,unknown
59,blue-collar,married,secondary,no,no,no,cellular,jan,30,85,unknown
44,technician,married,secondary,no,no,no,cellular,aug,11,48,unknown
34,management,married,tertiary,no,yes,no,cellular,jul,16,513,unknown
36,technician,divorced,tertiary,no,no,no,cellular,jul,23,127,unknown
43,management,married,tertiary,no,yes,no,cellular,feb,5,280,unknown
45,unknown,married,unknown,no,no,no,cellular,aug,11,212,unknown
29,technician,single,secondary,no,yes,no,unknown,may,26,61,unknown
29,services,single,secondary,no,yes,no,unknown,may,15,431,unknown
40,technician,married,tertiary,no,no,no,cellular,aug,28,715,unknown
31,blue-collar,single,secondary,no,yes,no,cellular,apr,14,1126,failure
29,technician,single,secondary,no,yes,yes,cellular,may,18,134,unknown
37,services,single,secondary,no,no,no,cellular,may,14,380,unknown
35,admin.,single,secondary,no,no,yes,cellular,jul,7,480,unknown
35,entrepreneur,married,tertiary,no,yes,no,cellular,jul,14,227,unknown
39,services,divorced,secondary,no,yes,no,cellular,jul,17,243,unknown
28,student,single,secondary,no,yes,no,unknown,may,20,21,unknown
31,services,single,secondary,no,yes,no,cellular,may,13,168,unknown
34,housemaid,married,tertiary,no,no,no,cellular,aug,12,197,unknown
31,entrepreneur,single,secondary,no,yes,no,cellular,jul,21,157,unknown
51,blue-collar,married,primary,no,no,no,unknown,may,8,384,unknown
53,management,married,tertiary,no,no,no,cellular,aug,28,51,unknown
34,admin.,single,secondary,no,yes,no,unknown,may,15,218,unknown
42,technician,married,secondary,no,no,no,cellular,aug,27,11,unknown
33,technician,married,secondary,no,yes,no,cellular,may,7,143,unknown
29,self-employed,single,tertiary,no,no,no,cellular,feb,3,125,unknown
25,services,single,secondary,no,yes,no,unknown,may,13,392,unknown
42,services,married,secondary,no,yes,no,cellular,jul,21,510,unknown
46,unemployed,divorced,secondary,no,no,no,cellular,jul,30,638,unknown
52,technician,married,secondary,no,yes,no,unknown,jun,2,94,unknown
60,management,divorced,primary,no,no,yes,telephone,jul,14,113,unknown
25,services,single,secondary,no,no,yes,cellular,jul,7,316,unknown
55,technician,single,secondary,no,no,yes,telephone,may,4,159,unknown
37,unemployed,divorced,tertiary,no,no,no,cellular,aug,25,146,unknown
49,blue-collar,married,primary,no,no,yes,unknown,jun,30,176,unknown
42,entrepreneur,married,primary,no,yes,no,cellular,may,6,186,unknown
32,technician,single,tertiary,no,yes,no,cellular,aug,27,20,unknown
43,technician,married,primary,no,yes,no,cellular,nov,19,434,unknown
26,student,single,unknown,no,no,no,cellular,jan,29,177,unknown
41,technician,single,secondary,no,no,no,unknown,may,23,1003,unknown
30,management,single,tertiary,no,no,no,cellular,nov,19,479,unknown
42,services,married,secondary,no,yes,yes,cellular,may,13,225,failure
34,blue-collar,married,secondary,no,no,no,unknown,may,14,337,unknown
20,student,single,tertiary,no,yes,no,unknown,may,29,139,unknown
45,unknown,married,unknown,no,no,no,cellular,aug,4,112,unknown
58,retired,married,secondary,no,yes,no,cellular,may,7,229,unknown
51,management,married,tertiary,no,yes,no,cellular,nov,21,58,unknown
55,management,married,unknown,no,no,no,cellular,jan,28,271,unknown
31,technician,single,secondary,no,yes,no,cellular,may,5,269,unknown
42,housemaid,single,primary,no,yes,no,unknown,may,15,54,unknown
48,blue-collar,married,primary,no,yes,no,cellular,jul,31,114,unknown
62,retired,married,secondary,no,no,no,cellular,aug,4,151,unknown
40,admin.,divorced,secondary,no,yes,yes,cellular,jul,25,53,unknown
37,management,married,tertiary,no,no,no,unknown,jun,18,417,unknown
39,housemaid,divorced,secondary,no,no,no,cellular,jun,4,346,success
34,blue-collar,married,secondary,no,yes,no,unknown,may,21,103,unknown
52,technician,married,secondary,no,yes,no,unknown,may,29,70,unknown
35,admin.,married,secondary,no,yes,no,cellular,jun,17,54,unknown
56,admin.,married,secondary,no,yes,yes,cellular,feb,6,15,other
37,blue-collar,married,primary,no,no,yes,telephone,jul,8,336,unknown
35,blue-collar,married,secondary,no,yes,no,cellular,apr,15,244,unknown
31,student,single,tertiary,no,no,no,cellular,jun,28,150,unknown
42,admin.,single,secondary,no,yes,no,cellular,feb,4,98,failure
27,services,married,secondary,no,no,no,cellular,jan,29,528,unknown
33,technician,single,secondary,no,no,no,unknown,jul,3,1106,unknown
31,management,single,tertiary,no,yes,no,cellular,apr,30,97,other
53,blue-collar,married,secondary,no,yes,yes,unknown,jun,16,244,unknown
56,technician,divorced,secondary,no,no,no,cellular,aug,13,75,unknown
80,retired,married,primary,no,no,no,telephone,apr,14,563,unknown
63,housemaid,married,primary,no,no,no,telephone,oct,1,321,unknown
37,entrepreneur,married,tertiary,no,yes,no,unknown,jun,6,212,unknown
43,admin.,married,secondary,no,yes,no,cellular,nov,19,111,unknown
62,retired,married,primary,no,yes,no,cellular,oct,19,131,failure
25,admin.,single,secondary,no,no,no,cellular,apr,8,216,unknown
51,services,married,secondary,no,no,no,unknown,jun,9,216,unknown
39,blue-collar,married,primary,no,yes,no,cellular,may,12,256,unknown
47,technician,married,secondary,no,no,no,unknown,nov,11,74,unknown
39,blue-collar,married,primary,no,yes,no,unknown,jun,5,337,unknown
32,technician,single,secondary,no,no,no,cellular,nov,20,352,unknown
30,management,married,tertiary,no,yes,no,cellular,nov,19,621,unknown
34,management,married,tertiary,no,no,no,cellular,dec,9,787,other
41,admin.,divorced,secondary,no,yes,yes,cellular,feb,5,76,unknown
44,management,married,tertiary,no,no,yes,telephone,feb,6,135,other
43,management,married,tertiary,no,yes,no,cellular,apr,17,129,other
30,technician,single,secondary,no,no,no,cellular,nov,20,51,unknown
46,management,married,secondary,no,no,no,cellular,aug,6,472,unknown
36,blue-collar,married,secondary,no,no,no,cellular,apr,17,224,unknown
56,admin.,married,secondary,no,no,no,telephone,jul,15,80,unknown
44,self-employed,single,tertiary,no,yes,no,cellular,nov,20,51,other
37,technician,single,secondary,yes,no,no,unknown,jun,9,223,unknown
36,management,divorced,tertiary,no,yes,no,unknown,may,9,117,unknown
24,management,married,secondary,no,yes,no,unknown,may,27,77,unknown
49,technician,single,unknown,no,no,no,unknown,jun,20,25,unknown
69,services,married,unknown,no,no,no,cellular,jul,3,837,unknown
47,housemaid,divorced,primary,no,no,no,cellular,jul,29,69,unknown
29,services,single,secondary,no,no,no,cellular,jan,30,327,unknown
31,technician,single,secondary,no,yes,no,unknown,may,12,1083,unknown
42,management,married,secondary,no,yes,no,telephone,jul,31,130,unknown
30,management,single,tertiary,no,no,yes,cellular,feb,4,111,other
26,admin.,married,secondary,no,no,no,cellular,jul,16,136,unknown
37,unemployed,married,secondary,no,no,no,cellular,nov,20,109,unknown
28,blue-collar,married,primary,no,yes,no,cellular,apr,20,149,unknown
36,management,divorced,tertiary,no,no,no,unknown,jun,20,10,unknown
46,blue-collar,married,primary,no,yes,no,unknown,may,12,322,unknown
58,blue-collar,married,primary,no,no,no,cellular,aug,14,171,unknown
46,blue-collar,married,secondary,no,no,no,unknown,may,13,152,unknown
47,management,married,primary,no,yes,no,telephone,jul,25,102,unknown
50,services,married,secondary,no,no,no,unknown,jun,18,53,unknown
47,technician,married,tertiary,no,no,no,unknown,jun,9,100,unknown
26,student,single,secondary,no,yes,no,unknown,may,5,610,unknown
42,technician,married,tertiary,no,no,no,unknown,jun,5,323,unknown
34,technician,single,secondary,no,yes,no,unknown,may,20,254,unknown
46,management,married,tertiary,no,yes,yes,cellular,may,8,557,failure
51,admin.,divorced,secondary,no,no,yes,cellular,jul,10,157,unknown
52,unemployed,married,tertiary,no,no,yes,cellular,jul,18,90,unknown
38,technician,single,secondary,no,no,no,cellular,aug,22,305,unknown
44,management,married,tertiary,no,no,no,cellular,aug,20,165,unknown
52,admin.,single,unknown,no,yes,no,telephone,may,18,82,other
32,management,married,tertiary,no,yes,no,cellular,may,4,77,unknown
35,self-employed,single,tertiary,no,no,no,cellular,feb,4,218,unknown
36,blue-collar,married,primary,no,yes,no,unknown,jun,11,81,unknown
37,self-employed,divorced,tertiary,no,no,yes,unknown,jul,4,426,unknown
26,management,divorced,tertiary,no,no,no,telephone,jun,19,177,unknown
32,admin.,single,secondary,no,no,no,cellular,apr,17,211,failure
46,admin.,divorced,secondary,no,no,no,cellular,nov,17,117,unknown
50,entrepreneur,married,primary,no,yes,yes,unknown,may,30,184,unknown
43,management,married,secondary,no,yes,no,unknown,may,28,54,unknown
55,unemployed,married,primary,no,no,yes,cellular,jul,8,108,unknown
35,blue-collar,married,secondary,no,yes,yes,cellular,apr,8,519,unknown
45,technician,married,secondary,no,yes,no,unknown,may,16,656,unknown
48,technician,married,unknown,no,yes,no,unknown,may,14,328,unknown
31,technician,married,secondary,yes,yes,no,unknown,may,28,210,unknown
